date_buy,date_sell,price_buy,price_sell,income,income_total
2016-07-26,2016-07-29,6.5296730834947025,6.329650301856705,-3.063289372688557,-3.063289372688557
2016-08-02,2016-08-04,6.419637771955802,6.389679917986102,-0.466659569182716,-3.529948941871273
2016-08-08,2016-08-10,6.399703838706003,6.339674222576605,-0.9380061584464828,-0.9380061584464828
2016-08-16,2016-08-18,6.369632076546305,6.269620685727303,-1.5701282211770702,-2.508134379623553
2016-08-19,2016-08-26,6.359608155826403,6.419637771955802,0.9439200444197584,0.9439200444197584
2016-08-31,2016-09-07,6.899646884611004,7.749629798382503,12.31922340355278,13.263143447972539
2016-09-26,2016-09-28,8.429547784485704,8.009568287959906,-4.982230450116881,8.280912997855657
2016-10-11,2016-10-13,8.599498803964005,8.509511333864905,-1.0464269156897783,7.23448608216588
2016-11-15,2016-11-21,7.899532976421003,7.899532976421003,0.0,7.23448608216588
2016-11-28,2016-11-30,8.009568287959906,7.7795876523522045,-2.8713237385516908,4.363162343614189
2016-12-08,2016-12-13,7.889622963891107,7.609636632873904,-3.5487922844808937,0.8143700591332945
2017-02-06,2017-02-14,7.229638911037703,7.519535254584803,4.009831571318291,4.824201630451585
2017-02-27,2017-03-01,7.549607016744504,7.389566009796105,-2.119858776667976,2.7043428537836087
